UnitCount,RedPolicy,BluePolicy,Seed,Result
100,2,2,26013,BlueWin
100,2,2,14512,BlueWin
100,2,2,26642,RedWin
100,2,2,2488,BlueWin
100,2,2,6655,BlueWin
100,2,2,24879,BlueWin
100,2,2,4940,RedWin
100,2,2,25409,BlueWin
100,2,2,23241,BlueWin
100,2,2,24325,BlueWin
100,2,2,18789,BlueWin
100,2,2,15912,RedWin
100,2,2,20915,RedWin
100,2,2,22453,BlueWin
100,2,2,21327,RedWin
100,2,2,10280,RedWin
100,2,2,32000,RedWin
100,2,2,15409,RedWin
100,2,2,21073,BlueWin
100,2,2,21341,RedWin
100,2,2,15671,RedWin
100,2,2,281,RedWin
100,2,2,16946,RedWin
100,2,2,3582,RedWin
100,2,2,11853,BlueWin
100,2,2,30902,RedWin
100,2,2,6643,RedWin
100,2,2,22332,RedWin
100,2,2,14942,BlueWin
100,2,2,2738,BlueWin
100,2,2,13119,BlueWin
100,2,2,2965,RedWin
100,2,2,25598,RedWin
100,2,2,29716,BlueWin
100,2,2,20595,RedWin
100,2,2,14334,BlueWin
100,2,2,12602,BlueWin
100,2,2,31290,RedWin
100,2,2,8070,RedWin
100,2,2,7160,RedWin
100,2,2,28688,BlueWin
100,2,2,25853,RedWin
100,2,2,19988,BlueWin
100,2,2,16972,BlueWin
100,2,2,10276,BlueWin
100,2,2,28415,BlueWin
100,2,2,15887,RedWin
100,2,2,19904,BlueWin
100,2,2,1874,RedWin
100,2,2,10585,RedWin
100,2,2,19529,BlueWin
100,2,2,23687,RedWin
100,2,2,24208,RedWin
100,2,2,20951,RedWin
100,2,2,31814,BlueWin
100,2,2,1255,RedWin
100,2,2,30966,BlueWin
100,2,2,28153,BlueWin
100,2,2,31664,BlueWin
100,2,2,1516,BlueWin
100,2,2,19217,BlueWin
100,2,2,29529,BlueWin
100,2,2,1239,RedWin
100,2,2,24851,BlueWin
100,2,2,21289,RedWin
100,2,2,21048,RedWin
100,2,2,5441,RedWin
100,2,2,4543,RedWin
100,2,2,15119,RedWin
100,2,2,1704,RedWin
100,2,2,8400,RedWin
100,2,2,19297,RedWin
100,2,2,22996,RedWin
100,2,2,8354,BlueWin
100,2,2,2287,RedWin
100,2,2,14495,RedWin
100,2,2,21508,RedWin
100,2,2,29136,BlueWin
100,2,2,11634,RedWin
100,2,2,21426,RedWin
100,2,2,24137,RedWin
100,2,2,18464,RedWin
100,2,2,19343,BlueWin
100,2,2,20889,RedWin
100,2,2,13186,BlueWin
100,2,2,9676,BlueWin
100,2,2,923,RedWin
100,2,2,15613,RedWin
100,2,2,10096,BlueWin
300,0,0,24234,BlueWin
300,0,0,3054,RedWin
300,0,0,13997,BlueWin
300,0,0,9835,RedWin
300,0,0,31145,RedWin
300,0,0,32290,RedWin
300,0,0,4196,RedWin
300,0,0,17341,BlueWin
300,0,0,27250,RedWin
300,0,0,7735,BlueWin
300,0,0,21111,BlueWin
300,0,0,13195,BlueWin
300,0,0,4296,BlueWin
300,0,0,21266,BlueWin
300,0,0,30730,RedWin
300,0,0,23620,BlueWin
300,0,0,7286,RedWin
300,0,0,11367,BlueWin
300,0,0,23952,RedWin
300,0,0,21703,RedWin
300,0,0,1576,BlueWin
300,0,0,16695,BlueWin
300,0,0,15064,RedWin
300,0,0,22037,RedWin
300,0,0,11383,RedWin
300,0,0,30418,BlueWin
300,0,0,31032,RedWin
300,0,0,26075,RedWin
300,0,0,9232,RedWin
300,0,0,8712,BlueWin
300,0,0,28423,BlueWin
300,0,0,24159,RedWin
300,0,0,26088,RedWin
300,0,0,31608,BlueWin
300,0,0,10842,RedWin
300,0,0,6789,RedWin
300,0,0,13623,BlueWin
300,0,0,15664,RedWin
300,0,0,15143,RedWin
300,0,0,11544,BlueWin
300,0,0,11731,RedWin
300,0,0,5974,RedWin
300,0,0,8662,RedWin
300,0,0,26807,RedWin
300,0,0,27429,BlueWin
300,0,0,633,BlueWin
300,0,0,1013,BlueWin
300,0,0,23816,RedWin
300,0,0,18860,RedWin
300,0,0,30374,RedWin
300,0,0,14383,RedWin
300,0,0,19260,BlueWin
300,0,0,25516,RedWin
300,0,0,16688,RedWin
300,0,0,21360,RedWin
300,0,0,28917,BlueWin
300,0,0,28414,BlueWin
300,0,0,30053,RedWin
300,0,0,25462,RedWin
300,0,0,24129,BlueWin
300,0,0,1737,BlueWin
300,0,0,12778,RedWin
300,0,0,31333,RedWin
300,0,0,14799,BlueWin
300,0,0,17854,RedWin
300,0,0,18504,BlueWin
300,0,0,31407,RedWin
300,0,0,12741,BlueWin
300,0,0,1030,RedWin
300,0,0,18247,RedWin
300,0,0,14004,RedWin
300,0,0,27974,BlueWin
300,0,0,5146,RedWin
300,0,0,18335,BlueWin
300,0,0,12644,RedWin
300,0,0,11872,RedWin
300,0,0,12266,RedWin
300,0,0,21492,BlueWin
300,0,0,14860,BlueWin
300,0,0,7162,BlueWin
300,0,0,22994,RedWin
300,0,0,7644,RedWin
300,0,0,28307,BlueWin
300,0,0,6959,BlueWin
300,0,0,18050,RedWin
300,0,0,12729,BlueWin
300,0,0,32275,RedWin
300,0,0,11651,RedWin
300,0,0,12411,BlueWin
300,0,0,27920,BlueWin
300,0,0,29828,RedWin
300,0,0,16688,RedWin
300,0,0,24588,RedWin
300,0,0,13666,BlueWin
300,0,0,30006,RedWin
300,0,0,15981,RedWin
300,0,0,6078,RedWin
300,0,0,18241,RedWin
300,0,0,5130,BlueWin
300,0,0,19047,RedWin
300,0,1,19031,BlueWin
300,0,1,16266,RedWin
300,0,1,9896,RedWin
300,0,1,30774,BlueWin
300,0,1,16001,BlueWin
300,0,1,16823,BlueWin
300,0,1,29477,BlueWin
300,0,1,11911,BlueWin
300,0,1,16827,BlueWin
300,0,1,24349,BlueWin
300,0,1,27080,BlueWin
300,0,1,27392,BlueWin
300,0,1,28322,BlueWin
300,0,1,2741,BlueWin
300,0,1,7679,BlueWin
300,0,1,4246,RedWin
300,0,1,10158,RedWin
300,0,1,4724,BlueWin
300,0,1,5631,BlueWin
300,0,1,14986,BlueWin
300,0,1,20702,BlueWin
300,0,1,13015,BlueWin
300,0,1,27814,BlueWin
300,0,1,13533,BlueWin
300,0,1,7154,BlueWin
300,0,1,24378,BlueWin
300,0,1,23113,BlueWin
300,0,1,263,BlueWin
300,0,1,9808,BlueWin
300,0,1,22664,BlueWin
300,0,1,31028,BlueWin
300,0,1,18664,BlueWin
300,0,1,4821,BlueWin
300,0,1,28364,RedWin
300,0,1,19310,BlueWin
300,0,1,9608,RedWin
300,0,1,5549,BlueWin
300,0,1,13297,BlueWin
300,0,1,10989,RedWin
300,0,1,13773,RedWin
300,0,1,20632,BlueWin
300,0,1,20090,BlueWin
300,0,1,19385,BlueWin
300,0,1,8041,RedWin
300,0,1,17321,BlueWin
300,0,1,11173,RedWin
300,0,1,7292,BlueWin
300,0,1,13195,BlueWin
300,0,1,4397,BlueWin
300,0,1,24181,BlueWin
300,0,1,5161,BlueWin
300,0,1,11347,BlueWin
300,0,1,6494,BlueWin
300,0,1,1794,BlueWin
300,0,1,11817,BlueWin
300,0,1,16147,BlueWin
300,0,1,1621,BlueWin
300,0,1,21230,BlueWin
300,0,1,10700,BlueWin
300,0,1,11843,BlueWin
300,0,1,13424,BlueWin
300,0,1,20278,BlueWin
300,0,1,3861,BlueWin
300,0,1,18252,BlueWin
300,0,1,1864,RedWin
300,0,1,10301,BlueWin
300,0,1,22938,BlueWin
300,0,1,6777,BlueWin
300,0,1,3951,BlueWin
300,0,1,30363,BlueWin
300,0,1,18534,BlueWin
300,0,1,21628,BlueWin
300,0,1,16313,BlueWin
300,0,1,4647,RedWin
300,0,1,28843,BlueWin
300,0,1,9968,BlueWin
300,0,1,3072,BlueWin
300,0,1,27977,BlueWin
300,0,1,24621,BlueWin
300,0,1,21250,BlueWin
300,0,1,25181,BlueWin
300,0,1,26715,RedWin
300,0,1,17018,BlueWin
300,0,1,23185,BlueWin
300,0,1,3291,BlueWin
300,0,1,15253,BlueWin
300,0,1,29155,BlueWin
300,0,1,8581,RedWin
300,0,1,19860,RedWin
300,0,1,19634,RedWin
300,0,1,27046,BlueWin
300,0,1,6926,BlueWin
300,0,1,28458,BlueWin
300,0,1,22962,BlueWin
300,0,1,29635,BlueWin
300,0,1,2634,BlueWin
300,0,1,1513,BlueWin
300,0,1,6844,BlueWin
300,0,1,15996,BlueWin
300,0,1,20755,BlueWin
300,0,2,23053,RedWin
300,0,2,14018,BlueWin
300,0,2,7452,BlueWin
300,0,2,10671,RedWin
300,0,2,22686,BlueWin
300,0,2,942,BlueWin
300,0,2,15524,BlueWin
300,0,2,27432,RedWin
300,0,2,13096,RedWin
300,0,2,11489,RedWin
300,0,2,27442,BlueWin
300,0,2,22916,BlueWin
300,0,2,2772,BlueWin
300,0,2,8868,RedWin
300,0,2,27745,RedWin
300,0,2,4876,BlueWin
300,0,2,537,RedWin
300,0,2,14349,RedWin
300,0,2,4714,BlueWin
300,0,2,10901,BlueWin
300,0,2,9019,RedWin
300,0,2,8525,BlueWin
300,0,2,25065,RedWin
300,0,2,9048,BlueWin
300,0,2,223,BlueWin
300,0,2,22457,RedWin
300,0,2,15399,RedWin
300,0,2,16721,BlueWin
300,0,2,18547,RedWin
300,0,2,2024,BlueWin
300,0,2,6531,BlueWin
300,0,2,3801,RedWin
300,0,2,372,RedWin
300,0,2,28045,BlueWin
300,0,2,22986,BlueWin
300,0,2,27670,RedWin
300,0,2,11997,BlueWin
300,0,2,12157,BlueWin
300,0,2,21206,BlueWin
300,0,2,7949,RedWin
300,0,2,16068,BlueWin
300,0,2,25224,BlueWin
300,0,2,32131,BlueWin
300,0,2,12196,BlueWin
300,0,2,22855,RedWin
300,0,2,32154,RedWin
300,0,2,15599,BlueWin
300,0,2,10886,RedWin
300,0,2,20864,BlueWin
300,0,2,12417,BlueWin
300,0,2,31800,BlueWin
300,0,2,24490,RedWin
300,0,2,6000,RedWin
300,0,2,17022,BlueWin
300,0,2,30294,BlueWin
300,0,2,17912,BlueWin
300,0,2,8975,BlueWin
300,0,2,26061,BlueWin
300,0,2,5626,RedWin
300,0,2,24146,RedWin
300,0,2,27313,BlueWin
300,0,2,15597,RedWin
300,0,2,4773,BlueWin
300,0,2,14933,RedWin
300,0,2,18587,RedWin
300,0,2,30843,BlueWin
300,0,2,31852,RedWin
300,0,2,7169,RedWin
300,0,2,5875,RedWin
300,0,2,19743,RedWin
300,0,2,25465,BlueWin
300,0,2,11578,BlueWin
300,0,2,26619,BlueWin
300,0,2,16199,BlueWin
300,0,2,24336,BlueWin
300,0,2,13926,BlueWin
300,0,2,8665,BlueWin
300,0,2,11756,RedWin
300,0,2,27522,BlueWin
300,0,2,15094,RedWin
300,0,2,2008,BlueWin
300,0,2,5049,RedWin
300,0,2,169,BlueWin
300,0,2,30865,BlueWin
300,0,2,1037,BlueWin
300,0,2,5277,RedWin
300,0,2,22394,RedWin
300,0,2,6365,BlueWin
300,0,2,28875,RedWin
300,0,2,12997,RedWin
300,0,2,19481,RedWin
300,0,2,5268,RedWin
300,0,2,14362,RedWin
300,0,2,17023,RedWin
300,0,2,15963,BlueWin
300,0,2,2008,BlueWin
300,0,2,8249,RedWin
300,0,2,2314,RedWin
300,0,2,28636,BlueWin
300,0,2,4938,BlueWin
300,1,0,31624,RedWin
300,1,0,13704,RedWin
300,1,0,4026,RedWin
300,1,0,13022,RedWin
300,1,0,9785,RedWin
300,1,0,26971,BlueWin
300,1,0,24009,RedWin
300,1,0,22182,RedWin
300,1,0,21075,BlueWin
300,1,0,26503,RedWin
300,1,0,1594,RedWin
300,1,0,25931,RedWin
300,1,0,10824,RedWin
300,1,0,30031,RedWin
300,1,0,21114,RedWin
300,1,0,29125,BlueWin
300,1,0,31891,RedWin
300,1,0,9805,RedWin
300,1,0,15401,RedWin
300,1,0,13904,RedWin
300,1,0,19700,BlueWin
300,1,0,22811,RedWin
300,1,0,1013,RedWin
300,1,0,30675,RedWin
300,1,0,26765,RedWin
300,1,0,3359,BlueWin
300,1,0,31261,RedWin
300,1,0,16812,RedWin
300,1,0,9176,BlueWin
300,1,0,26595,RedWin
300,1,0,8075,RedWin
300,1,0,768,BlueWin
300,1,0,3211,RedWin
300,1,0,14654,BlueWin
300,1,0,19881,BlueWin
300,1,0,18562,RedWin
300,1,0,24683,RedWin
300,1,0,10757,RedWin
300,1,0,27764,RedWin
300,1,0,22420,RedWin
300,1,0,14688,BlueWin
300,1,0,25661,RedWin
300,1,0,25815,RedWin
300,1,0,29038,RedWin
300,1,0,4626,RedWin
300,1,0,29987,RedWin
300,1,0,26617,RedWin
300,1,0,9159,RedWin
300,1,0,30181,RedWin
300,1,0,11288,RedWin
300,1,0,24784,RedWin
300,1,0,3182,RedWin
300,1,0,3905,RedWin
300,1,0,233,RedWin
300,1,0,31604,RedWin
300,1,0,1599,RedWin
300,1,0,7703,RedWin
300,1,0,7060,RedWin
300,1,0,4742,BlueWin
300,1,0,12981,RedWin
300,1,0,8589,RedWin
300,1,0,21804,RedWin
300,1,0,22884,RedWin
300,1,0,29643,RedWin
300,1,0,21340,RedWin
300,1,0,27846,RedWin
300,1,0,30108,BlueWin
300,1,0,22171,RedWin
300,1,0,28825,RedWin
300,1,0,24605,RedWin
300,1,0,5809,RedWin
300,1,0,21666,RedWin
300,1,0,28880,RedWin
300,1,0,32522,RedWin
300,1,0,1575,RedWin
300,1,0,10946,RedWin
300,1,0,16844,RedWin
300,1,0,24799,RedWin
300,1,0,28511,RedWin
300,1,0,26856,RedWin
300,1,0,3310,RedWin
300,1,0,3358,RedWin
300,1,0,26661,RedWin
300,1,0,3924,RedWin
300,1,0,32354,RedWin
300,1,0,138,RedWin
300,1,0,16,RedWin
300,1,0,18105,RedWin
300,1,0,8478,RedWin
300,1,0,21325,RedWin
300,1,0,2199,BlueWin
300,1,0,32112,RedWin
300,1,0,28721,RedWin
300,1,0,18246,RedWin
300,1,0,26931,BlueWin
300,1,0,18489,RedWin
300,1,0,16610,BlueWin
300,1,0,18046,RedWin
300,1,0,12495,RedWin
300,1,0,26339,RedWin
300,1,1,26694,Draw
300,1,1,31651,Draw
300,1,1,12005,Draw
300,1,1,20885,Draw
300,1,1,14648,Draw
300,1,1,3443,Draw
300,1,1,1993,Draw
300,1,1,18862,Draw
300,1,1,17856,Draw
300,1,1,21715,Draw
300,1,1,6029,Draw
300,1,1,25988,Draw
300,1,1,26553,Draw
300,1,1,21928,Draw
300,1,1,17215,Draw
300,1,1,825,Draw
300,1,1,5287,Draw
300,1,1,4197,Draw
300,1,1,1979,Draw
300,1,1,5563,Draw
300,1,1,13555,Draw
300,1,1,25234,Draw
300,1,1,25635,Draw
300,1,1,22024,Draw
300,1,1,17041,Draw
300,1,1,26452,Draw
300,1,1,29118,Draw
300,1,1,29311,Draw
300,1,1,8172,Draw
300,1,1,24,Draw
300,1,1,14726,Draw
300,1,1,13850,Draw
300,1,1,29400,Draw
300,1,1,22352,Draw
300,1,1,29821,Draw
300,1,1,26725,Draw
300,1,1,31624,Draw
300,1,1,15166,Draw
300,1,1,4959,Draw
300,1,1,28146,Draw
300,1,1,17093,Draw
300,1,1,21688,Draw
300,1,1,7798,Draw
300,1,1,30322,Draw
300,1,1,17360,Draw
300,1,1,5142,Draw
300,1,1,21874,Draw
300,1,1,17045,Draw
300,1,1,1392,Draw
300,1,1,2651,Draw
300,1,1,25380,Draw
300,1,1,23825,Draw
300,1,1,10608,Draw
300,1,1,6325,Draw
300,1,1,11962,Draw
300,1,1,21638,Draw
300,1,1,24106,Draw
300,1,1,6591,Draw
300,1,1,292,Draw
300,1,1,9206,Draw
300,1,1,5429,Draw
300,1,1,31002,Draw
300,1,1,16447,Draw
300,1,1,29389,Draw
300,1,1,30342,Draw
300,1,1,27524,Draw
300,1,1,14261,Draw
300,1,1,22047,Draw
300,1,1,4955,Draw
300,1,1,31267,Draw
300,1,1,8172,Draw
300,1,1,23113,Draw
300,1,1,11299,Draw
300,1,1,20755,Draw
300,1,1,29487,Draw
300,1,1,18985,Draw
300,1,1,19967,Draw
300,1,1,13069,Draw
300,1,1,9488,Draw
300,1,1,16246,Draw
300,1,1,25433,Draw
300,1,1,28641,Draw
300,1,1,8755,Draw
300,1,1,28202,Draw
300,1,1,17075,Draw
300,1,1,11033,Draw
300,1,1,5707,Draw
300,1,1,21310,Draw
300,1,1,4774,Draw
300,1,1,26114,Draw
300,1,1,15836,Draw
300,1,1,18930,Draw
300,1,1,21599,Draw
300,1,1,11061,Draw
300,1,1,19033,Draw
300,1,1,22962,Draw
300,1,1,19658,Draw
300,1,1,32681,Draw
300,1,1,15988,Draw
300,1,1,26261,Draw
300,1,2,25463,RedWin
300,1,2,22385,RedWin
300,1,2,18804,RedWin
300,1,2,7621,RedWin
300,1,2,7819,RedWin
300,1,2,29577,RedWin
300,1,2,22757,RedWin
300,1,2,22710,RedWin
300,1,2,8515,BlueWin
300,1,2,29914,RedWin
300,1,2,20812,RedWin
300,1,2,31250,RedWin
300,1,2,25695,RedWin
300,1,2,7356,BlueWin
300,1,2,14712,RedWin
300,1,2,31913,RedWin
300,1,2,26455,RedWin
300,1,2,10379,BlueWin
300,1,2,21201,BlueWin
300,1,2,19575,RedWin
300,1,2,18334,RedWin
300,1,2,24555,BlueWin
300,1,2,21531,BlueWin
300,1,2,16538,RedWin
300,1,2,18283,RedWin
300,1,2,18337,RedWin
300,1,2,23130,RedWin
300,1,2,21535,RedWin
300,1,2,17157,RedWin
300,1,2,1500,BlueWin
300,1,2,16663,RedWin
300,1,2,3077,RedWin
300,1,2,9625,BlueWin
300,1,2,7710,RedWin
300,1,2,22117,RedWin
300,1,2,14775,BlueWin
300,1,2,12935,RedWin
300,1,2,22059,RedWin
300,1,2,14129,RedWin
300,1,2,10561,RedWin
300,1,2,8899,BlueWin
300,1,2,20197,RedWin
300,1,2,20859,RedWin
300,1,2,29264,RedWin
300,1,2,571,BlueWin
300,1,2,3136,RedWin
300,1,2,16962,RedWin
300,1,2,8525,RedWin
300,1,2,18843,RedWin
300,1,2,29698,BlueWin
300,1,2,16727,RedWin
300,1,2,30010,BlueWin
300,1,2,15441,RedWin
300,1,2,4014,RedWin
300,1,2,5555,RedWin
300,1,2,14614,RedWin
300,1,2,3602,RedWin
300,1,2,19561,RedWin
300,1,2,15858,RedWin
300,1,2,25423,RedWin
300,1,2,26878,RedWin
300,1,2,1831,RedWin
300,1,2,9172,RedWin
300,1,2,25720,RedWin
300,1,2,7236,BlueWin
300,1,2,15375,RedWin
300,1,2,1961,RedWin
300,1,2,1423,BlueWin
300,1,2,30666,BlueWin
300,1,2,29250,RedWin
300,1,2,31004,RedWin
300,1,2,23955,RedWin
300,1,2,25394,RedWin
300,1,2,32316,RedWin
300,1,2,12600,RedWin
300,1,2,32672,RedWin
300,1,2,32573,RedWin
300,1,2,15111,RedWin
300,1,2,32083,RedWin
300,1,2,2314,RedWin
300,1,2,9502,RedWin
300,1,2,31542,BlueWin
300,1,2,14917,RedWin
300,1,2,5784,RedWin
300,1,2,3105,RedWin
300,1,2,23123,RedWin
300,1,2,9322,RedWin
300,1,2,20616,RedWin
300,1,2,15998,RedWin
300,1,2,26892,RedWin
300,1,2,12472,RedWin
300,1,2,721,RedWin
300,1,2,27144,RedWin
300,1,2,23392,RedWin
300,1,2,15000,RedWin
300,1,2,27465,RedWin
300,1,2,9434,RedWin
300,1,2,4581,BlueWin
300,1,2,3803,RedWin
300,1,2,25109,BlueWin
300,2,0,28160,BlueWin
300,2,0,20816,RedWin
300,2,0,25477,BlueWin
300,2,0,18385,BlueWin
300,2,0,31298,BlueWin
300,2,0,17164,RedWin
300,2,0,27994,BlueWin
300,2,0,24326,RedWin
300,2,0,10218,BlueWin
300,2,0,6798,BlueWin
300,2,0,24773,BlueWin
300,2,0,25684,RedWin
300,2,0,25313,RedWin
300,2,0,10876,RedWin
300,2,0,22386,RedWin
300,2,0,1152,RedWin
300,2,0,30745,BlueWin
300,2,0,28204,BlueWin
300,2,0,9265,RedWin
300,2,0,15162,RedWin
300,2,0,30426,BlueWin
300,2,0,737,BlueWin
300,2,0,17055,RedWin
300,2,0,22479,BlueWin
300,2,0,26813,RedWin
300,2,0,429,BlueWin
300,2,0,3475,BlueWin
300,2,0,23445,RedWin
300,2,0,20301,RedWin
300,2,0,25646,BlueWin
300,2,0,10369,BlueWin
300,2,0,17058,BlueWin
300,2,0,10511,BlueWin
300,2,0,22759,BlueWin
300,2,0,11927,BlueWin
300,2,0,28276,RedWin
300,2,0,6605,RedWin
300,2,0,8267,BlueWin
300,2,0,18225,RedWin
300,2,0,30678,RedWin
300,2,0,10237,RedWin
300,2,0,27600,RedWin
300,2,0,12304,RedWin
300,2,0,3101,RedWin
300,2,0,18558,BlueWin
300,2,0,22714,RedWin
300,2,0,13944,RedWin
300,2,0,12844,RedWin
300,2,0,31518,RedWin
300,2,0,10648,BlueWin
300,2,0,15409,RedWin
300,2,0,16900,RedWin
300,2,0,13105,BlueWin
300,2,0,788,RedWin
300,2,0,10233,BlueWin
300,2,0,28228,BlueWin
300,2,0,13906,RedWin
300,2,0,29451,BlueWin
300,2,0,4432,BlueWin
300,2,0,12154,BlueWin
300,2,0,9614,BlueWin
300,2,0,16177,BlueWin
300,2,0,21619,BlueWin
300,2,0,25009,BlueWin
300,2,0,18601,BlueWin
300,2,0,29719,RedWin
300,2,0,5079,RedWin
300,2,0,11694,RedWin
300,2,0,5907,RedWin
300,2,0,27149,BlueWin
300,2,0,11955,RedWin
300,2,0,10878,BlueWin
300,2,0,24239,BlueWin
300,2,0,20858,RedWin
300,2,0,21521,RedWin
300,2,0,20595,BlueWin
300,2,0,28174,RedWin
300,2,0,31223,BlueWin
300,2,0,31186,BlueWin
300,2,0,24880,RedWin
300,2,0,17539,RedWin
300,2,0,7437,RedWin
300,2,0,19619,BlueWin
300,2,0,7317,BlueWin
300,2,0,14017,BlueWin
300,2,0,31143,RedWin
300,2,0,30811,BlueWin
300,2,0,10117,RedWin
300,2,0,15836,BlueWin
300,2,0,25418,BlueWin
300,2,0,14209,RedWin
300,2,0,12996,BlueWin
300,2,0,31803,BlueWin
300,2,0,5868,BlueWin
300,2,0,1585,RedWin
300,2,0,5868,BlueWin
300,2,0,2831,RedWin
300,2,0,10525,BlueWin
300,2,0,18765,RedWin
300,2,0,29563,RedWin
300,2,1,9459,BlueWin
300,2,1,27029,RedWin
300,2,1,28785,BlueWin
300,2,1,14042,BlueWin
300,2,1,18995,BlueWin
300,2,1,3320,BlueWin
300,2,1,534,BlueWin
300,2,1,30981,BlueWin
300,2,1,22181,BlueWin
300,2,1,30518,BlueWin
300,2,1,14647,BlueWin
300,2,1,24399,BlueWin
300,2,1,18410,BlueWin
300,2,1,4918,BlueWin
300,2,1,18956,BlueWin
300,2,1,30687,BlueWin
300,2,1,4681,BlueWin
300,2,1,31625,BlueWin
300,2,1,32124,BlueWin
300,2,1,31328,RedWin
300,2,1,16557,BlueWin
300,2,1,9928,BlueWin
300,2,1,11884,BlueWin
300,2,1,22781,BlueWin
300,2,1,23054,RedWin
300,2,1,25569,BlueWin
300,2,1,31210,BlueWin
300,2,1,9850,BlueWin
300,2,1,6932,BlueWin
300,2,1,30496,BlueWin
300,2,1,27310,BlueWin
300,2,1,26895,BlueWin
300,2,1,27009,BlueWin
300,2,1,7186,BlueWin
300,2,1,9008,BlueWin
300,2,1,13104,BlueWin
300,2,1,20868,BlueWin
300,2,1,20046,BlueWin
300,2,1,1433,BlueWin
300,2,1,5497,BlueWin
300,2,1,25313,RedWin
300,2,1,11418,BlueWin
300,2,1,29019,BlueWin
300,2,1,4601,RedWin
300,2,1,32221,BlueWin
300,2,1,21739,RedWin
300,2,1,12499,BlueWin
300,2,1,31525,RedWin
300,2,1,23836,BlueWin
300,2,1,24065,BlueWin
300,2,1,12974,RedWin
300,2,1,25981,BlueWin
300,2,1,12580,BlueWin
300,2,1,16541,BlueWin
300,2,1,7408,RedWin
300,2,1,25784,BlueWin
300,2,1,30653,BlueWin
300,2,1,8638,BlueWin
300,2,1,19598,BlueWin
300,2,1,14571,BlueWin
300,2,1,22679,BlueWin
300,2,1,22196,RedWin
300,2,1,29107,RedWin
300,2,1,17974,RedWin
300,2,1,2450,RedWin
300,2,1,29336,BlueWin
300,2,1,345,BlueWin
300,2,1,14482,BlueWin
300,2,1,11502,BlueWin
300,2,1,22312,BlueWin
300,2,1,12897,BlueWin
300,2,1,13867,BlueWin
300,2,1,20159,BlueWin
300,2,1,25600,BlueWin
300,2,1,26640,RedWin
300,2,1,6722,BlueWin
300,2,1,5808,RedWin
300,2,1,11649,BlueWin
300,2,1,9123,BlueWin
300,2,1,18344,BlueWin
300,2,1,2989,BlueWin
300,2,1,16754,RedWin
300,2,1,13308,RedWin
300,2,1,9443,BlueWin
300,2,1,25296,BlueWin
300,2,1,28199,BlueWin
300,2,1,28374,BlueWin
300,2,1,9121,BlueWin
300,2,1,14712,BlueWin
300,2,1,9020,BlueWin
300,2,1,21951,BlueWin
300,2,1,29480,BlueWin
300,2,1,31796,RedWin
300,2,1,26210,BlueWin
300,2,1,19103,RedWin
300,2,1,6629,BlueWin
300,2,1,11239,BlueWin
300,2,1,26634,BlueWin
300,2,1,29750,BlueWin
300,2,1,10063,RedWin
300,2,2,27304,BlueWin
300,2,2,32042,RedWin
300,2,2,23681,BlueWin
300,2,2,19203,RedWin
300,2,2,20135,RedWin
300,2,2,22968,RedWin
300,2,2,23344,BlueWin
300,2,2,21460,BlueWin
300,2,2,14265,RedWin
300,2,2,24522,RedWin
300,2,2,18941,RedWin
300,2,2,7170,RedWin
300,2,2,29112,BlueWin
300,2,2,32061,RedWin
300,2,2,21763,RedWin
300,2,2,23740,RedWin
300,2,2,25762,RedWin
300,2,2,31074,RedWin
300,2,2,11838,Draw
300,2,2,32744,RedWin
300,2,2,31233,RedWin
300,2,2,415,RedWin
300,2,2,6427,RedWin
300,2,2,24224,BlueWin
300,2,2,5550,BlueWin
300,2,2,21754,RedWin
300,2,2,1867,RedWin
300,2,2,558,RedWin
300,2,2,17532,BlueWin
300,2,2,22226,BlueWin
300,2,2,6838,BlueWin
300,2,2,20831,BlueWin
300,2,2,14757,BlueWin
300,2,2,16337,BlueWin
300,2,2,19339,RedWin
300,2,2,4938,RedWin
300,2,2,30405,BlueWin
300,2,2,15800,BlueWin
300,2,2,7929,BlueWin
300,2,2,11489,RedWin
300,2,2,3980,RedWin
300,2,2,17956,RedWin
300,2,2,7331,BlueWin
300,2,2,12802,BlueWin
300,2,2,10025,BlueWin
300,2,2,2715,RedWin
300,2,2,992,BlueWin
300,2,2,1447,BlueWin
300,2,2,13565,RedWin
300,2,2,21771,RedWin
300,2,2,21238,BlueWin
300,2,2,9281,BlueWin
300,2,2,11223,BlueWin
300,2,2,23762,BlueWin
300,2,2,28254,BlueWin
300,2,2,28077,BlueWin
300,2,2,4107,BlueWin
300,2,2,27491,RedWin
300,2,2,26309,RedWin
300,2,2,14167,RedWin
300,2,2,22213,BlueWin
300,2,2,21754,RedWin
300,2,2,945,BlueWin
300,2,2,24382,RedWin
300,2,2,28413,RedWin
300,2,2,14913,RedWin
300,2,2,10229,BlueWin
300,2,2,26888,BlueWin
300,2,2,6024,RedWin
300,2,2,30910,BlueWin
300,2,2,15784,BlueWin
300,2,2,4117,RedWin
300,2,2,2865,BlueWin
300,2,2,20384,RedWin
300,2,2,14047,BlueWin
300,2,2,31463,BlueWin
300,2,2,25116,BlueWin
300,2,2,22501,RedWin
300,2,2,14033,BlueWin
300,2,2,22695,RedWin
300,2,2,25442,BlueWin
300,2,2,19153,BlueWin
300,2,2,30007,BlueWin
300,2,2,1178,BlueWin
300,2,2,9044,BlueWin
300,2,2,31257,BlueWin
300,2,2,4576,BlueWin
